index,node_id,type
2548,cs_12231,Paper
2549,cs_12232,Paper
2550,cs_12233,Paper
2551,cs_12234,Paper
2552,cs_12235,Paper
2553,cs_12236,Paper
2554,cs_12237,Paper
2555,cs_12238,Paper
2556,cs_12239,Paper
2557,cs_1224,Paper
2558,cs_12240,Paper
2559,cs_12241,Paper
2560,cs_12242,Paper
2561,cs_12243,Paper
2562,cs_12244,Paper
2563,cs_12245,Paper
2564,cs_12246,Paper
2565,cs_12247,Paper
2566,cs_12248,Paper
2567,cs_12249,Paper
2568,cs_1225,Paper
2569,cs_12250,Paper
2570,cs_12251,Paper
2571,cs_12252,Paper
2572,cs_12253,Paper
2573,cs_12254,Paper
2574,cs_12255,Paper
2575,cs_12256,Paper
2576,cs_12257,Paper
2577,cs_12258,Paper
2578,cs_12259,Paper
2579,cs_1226,Paper
2580,cs_12260,Paper
2581,cs_12261,Paper
2582,cs_12262,Paper
2583,cs_12263,Paper
2584,cs_12264,Paper
2585,cs_12265,Paper
2586,cs_12266,Paper
2587,cs_12267,Paper
2588,cs_12268,Paper
2589,cs_12269,Paper
2590,cs_1227,Paper
2591,cs_12270,Paper
2592,cs_12271,Paper
2593,cs_12272,Paper
2594,cs_12273,Paper
2595,cs_12274,Paper
2596,cs_12275,Paper
2597,cs_12276,Paper
2598,cs_12277,Paper
2599,cs_12278,Paper
2600,cs_12279,Paper
2601,cs_1228,Paper
2602,cs_12280,Paper
2603,cs_12281,Paper
2604,cs_12282,Paper
2605,cs_12283,Paper
2606,cs_12284,Paper
2607,cs_12285,Paper
2608,cs_12286,Paper
2609,cs_12287,Paper
2610,cs_12288,Paper
2611,cs_12289,Paper
2612,cs_1229,Paper
2613,cs_12290,Paper
2614,cs_12291,Paper
2615,cs_12292,Paper
2616,cs_12293,Paper
2617,cs_12294,Paper
2618,cs_12295,Paper
2619,cs_12296,Paper
2620,cs_12297,Paper
2621,cs_12298,Paper
2622,cs_12299,Paper
2623,cs_123,Paper
2624,cs_1230,Paper
2625,cs_12300,Paper
2626,cs_12301,Paper
2627,cs_12302,Paper
2628,cs_12303,Paper
2629,cs_12304,Paper
2630,cs_12305,Paper
2631,cs_12306,Paper
2632,cs_12307,Paper
2633,cs_12308,Paper
2634,cs_12309,Paper
2635,cs_1231,Paper
2636,cs_12310,Paper
2637,cs_12311,Paper
2638,cs_12312,Paper
2639,cs_12313,Paper
2640,cs_12314,Paper
2641,cs_12315,Paper
2642,cs_12316,Paper
2643,cs_12317,Paper
2644,cs_12318,Paper
2645,cs_12319,Paper
2646,cs_1232,Paper
2647,cs_12320,Paper
2648,cs_12321,Paper
2649,cs_12322,Paper
2650,cs_12323,Paper
2651,cs_12324,Paper
2652,cs_12325,Paper
2653,cs_12326,Paper
2654,cs_12327,Paper
2655,cs_12328,Paper
2656,cs_12329,Paper
2657,cs_1233,Paper
2658,cs_12330,Paper
2659,cs_12331,Paper
2660,cs_12332,Paper
2661,cs_12333,Paper
2662,cs_12334,Paper
2663,cs_12335,Paper
2664,cs_12336,Paper
2665,cs_12337,Paper
2666,cs_12338,Paper
2667,cs_12339,Paper
2668,cs_1234,Paper
2669,cs_12340,Paper
2670,cs_12341,Paper
2671,cs_12342,Paper
2672,cs_12343,Paper
2673,cs_12344,Paper
2674,cs_12345,Paper
2675,cs_12346,Paper
2676,cs_12347,Paper
2677,cs_12348,Paper
2678,cs_12349,Paper
2679,cs_1235,Paper
2680,cs_12350,Paper
2681,cs_12351,Paper
2682,cs_12352,Paper
2683,cs_12353,Paper
2684,cs_12354,Paper
2685,cs_12355,Paper
2686,cs_12356,Paper
2687,cs_12357,Paper
2688,cs_12358,Paper
2689,cs_12359,Paper
2690,cs_1236,Paper
2691,cs_12360,Paper
2692,cs_12361,Paper
2693,cs_12362,Paper
2694,cs_12363,Paper
2695,cs_12364,Paper
2696,cs_12365,Paper
2697,cs_12366,Paper
2698,cs_12367,Paper
2699,cs_12368,Paper
2700,cs_12369,Paper
2701,cs_1237,Paper
2702,cs_12370,Paper
2703,cs_12371,Paper
2704,cs_12372,Paper
2705,cs_12373,Paper
2706,cs_12374,Paper
2707,cs_12375,Paper
2708,cs_12376,Paper
2709,cs_12377,Paper
2710,cs_12378,Paper
2711,cs_12379,Paper
2712,cs_1238,Paper
2713,cs_12380,Paper
2714,cs_12381,Paper
2715,cs_12382,Paper
2716,cs_12383,Paper
2717,cs_12384,Paper
2718,cs_12385,Paper
2719,cs_12386,Paper
2720,cs_12387,Paper
2721,cs_12388,Paper
2722,cs_12389,Paper
2723,cs_1239,Paper
2724,cs_12390,Paper
2725,cs_12391,Paper
2726,cs_12392,Paper
2727,cs_12393,Paper
2728,cs_12394,Paper
2729,cs_12395,Paper
2730,cs_12396,Paper
2731,cs_12397,Paper
2732,cs_12398,Paper
2733,cs_12399,Paper
2734,cs_124,Paper
2735,cs_1240,Paper
2736,cs_12400,Paper
2737,cs_12401,Paper
2738,cs_12402,Paper
2739,cs_12403,Paper
2740,cs_12404,Paper
2741,cs_12405,Paper
2742,cs_12406,Paper
2743,cs_12407,Paper
2744,cs_12408,Paper
2745,cs_12409,Paper
2746,cs_1241,Paper
2747,cs_12410,Paper
2748,cs_12411,Paper
2749,cs_12412,Paper
2750,cs_12413,Paper
2751,cs_12414,Paper
2752,cs_12415,Paper
2753,cs_12416,Paper
2754,cs_12417,Paper
2755,cs_12418,Paper
2756,cs_12419,Paper
2757,cs_1242,Paper
2758,cs_12420,Paper
2759,cs_12421,Paper
2760,cs_12422,Paper
2761,cs_12423,Paper
2762,cs_12424,Paper
2763,cs_12425,Paper
2764,cs_12426,Paper
2765,cs_12427,Paper
2766,cs_12428,Paper
2767,cs_12429,Paper
2768,cs_1243,Paper
2769,cs_12430,Paper
2770,cs_12431,Paper
2771,cs_12432,Paper
2772,cs_12433,Paper
2773,cs_12434,Paper
2774,cs_12435,Paper
2775,cs_12436,Paper
2776,cs_12437,Paper
2777,cs_12438,Paper
2778,cs_12439,Paper
2779,cs_1244,Paper
2780,cs_12440,Paper
2781,cs_12441,Paper
2782,cs_12442,Paper
2783,cs_12443,Paper
2784,cs_12444,Paper
2785,cs_12445,Paper
2786,cs_12446,Paper
2787,cs_12447,Paper
2788,cs_12448,Paper
2789,cs_12449,Paper
2790,cs_1245,Paper
2791,cs_12450,Paper
2792,cs_12451,Paper
2793,cs_12452,Paper
2794,cs_12453,Paper
2795,cs_12454,Paper
2796,cs_12455,Paper
2797,cs_12456,Paper
2798,cs_12457,Paper
2799,cs_12458,Paper
2800,cs_12459,Paper
2801,cs_1246,Paper
2802,cs_12460,Paper
2803,cs_12461,Paper
2804,cs_12462,Paper
2805,cs_12463,Paper
2806,cs_12464,Paper
2807,cs_12465,Paper
2808,cs_12466,Paper
2809,cs_12467,Paper
2810,cs_12468,Paper
2811,cs_12469,Paper
2812,cs_1247,Paper
2813,cs_12470,Paper
2814,cs_12471,Paper
2815,cs_12472,Paper
2816,cs_12473,Paper
2817,cs_12474,Paper
2818,cs_12475,Paper
2819,cs_12476,Paper
2820,cs_12477,Paper
2821,cs_12478,Paper
2822,cs_12479,Paper
2823,cs_1248,Paper
2824,cs_12480,Paper
2825,cs_12481,Paper
2826,cs_12482,Paper
2827,cs_12483,Paper
2828,cs_12484,Paper
2829,cs_12485,Paper
2830,cs_12486,Paper
2831,cs_12487,Paper
2832,cs_12488,Paper
2833,cs_12489,Paper
2834,cs_1249,Paper
2835,cs_12490,Paper
2836,cs_12491,Paper
2837,cs_12492,Paper
2838,cs_12493,Paper
2839,cs_12494,Paper
2840,cs_12495,Paper
2841,cs_12496,Paper
2842,cs_12497,Paper
2843,cs_12498,Paper
2844,cs_12499,Paper
2845,cs_125,Paper
2846,cs_1250,Paper
2847,cs_12500,Paper
2848,cs_12501,Paper
2849,cs_12502,Paper
2850,cs_12503,Paper
2851,cs_12504,Paper
2852,cs_12505,Paper
2853,cs_12506,Paper
2854,cs_12507,Paper
2855,cs_12508,Paper
2856,cs_12509,Paper
2857,cs_1251,Paper
2858,cs_12510,Paper
2859,cs_12511,Paper
2860,cs_12512,Paper
2861,cs_12513,Paper
2862,cs_12514,Paper
2863,cs_12515,Paper
2864,cs_12516,Paper
2865,cs_12517,Paper
2866,cs_12518,Paper
2867,cs_12519,Paper
2868,cs_1252,Paper
2869,cs_12520,Paper
2870,cs_12521,Paper
2871,cs_12522,Paper
2872,cs_12523,Paper
2873,cs_12524,Paper
2874,cs_12525,Paper
2875,cs_12526,Paper
2876,cs_12527,Paper
2877,cs_12528,Paper
2878,cs_12529,Paper
2879,cs_1253,Paper
2880,cs_12530,Paper
2881,cs_12531,Paper
2882,cs_12532,Paper
2883,cs_12533,Paper
2884,cs_12534,Paper
2885,cs_12535,Paper
2886,cs_12536,Paper
2887,cs_12537,Paper
2888,cs_12538,Paper
2889,cs_12539,Paper
2890,cs_1254,Paper
2891,cs_12540,Paper
2892,cs_12541,Paper
2893,cs_12542,Paper
2894,cs_12543,Paper
2895,cs_12544,Paper
2896,cs_12545,Paper
2897,cs_12546,Paper
2898,cs_12547,Paper
2899,cs_12548,Paper
2900,cs_12549,Paper
2901,cs_1255,Paper
2902,cs_12550,Paper
2903,cs_12551,Paper
2904,cs_12552,Paper
2905,cs_12553,Paper
2906,cs_12554,Paper
2907,cs_12555,Paper
2908,cs_12556,Paper
2909,cs_12557,Paper
2910,cs_12558,Paper
2911,cs_12559,Paper
2912,cs_1256,Paper
2913,cs_12560,Paper
2914,cs_12561,Paper
2915,cs_12562,Paper
2916,cs_12563,Paper
2917,cs_12564,Paper
2918,cs_12565,Paper
2919,cs_12566,Paper
2920,cs_12567,Paper
2921,cs_12568,Paper
2922,cs_12569,Paper
2923,cs_1257,Paper
2924,cs_12570,Paper
2925,cs_12571,Paper
2926,cs_12572,Paper
2927,cs_12573,Paper
2928,cs_12574,Paper
2929,cs_12575,Paper
2930,cs_12576,Paper
2931,cs_12577,Paper
2932,cs_12578,Paper
2933,cs_12579,Paper
2934,cs_1258,Paper
2935,cs_12580,Paper
2936,cs_12581,Paper
2937,cs_12582,Paper
2938,cs_12583,Paper
2939,cs_12584,Paper
2940,cs_12585,Paper
2941,cs_12586,Paper
2942,cs_12587,Paper
2943,cs_12588,Paper
2944,cs_12589,Paper
2945,cs_1259,Paper
2946,cs_12590,Paper
2947,cs_12591,Paper
2948,cs_12592,Paper
2949,cs_12593,Paper
2950,cs_12594,Paper
2951,cs_12595,Paper
2952,cs_12596,Paper
2953,cs_12597,Paper
2954,cs_12598,Paper
2955,cs_12599,Paper
2956,cs_126,Paper
2957,cs_1260,Paper
2958,cs_12600,Paper
2959,cs_12601,Paper
2960,cs_12602,Paper
2961,cs_12603,Paper
2962,cs_12604,Paper
2963,cs_12605,Paper
2964,cs_12606,Paper
2965,cs_12607,Paper
2966,cs_12608,Paper
2967,cs_12609,Paper
2968,cs_1261,Paper
2969,cs_12610,Paper
2970,cs_12611,Paper
2971,cs_12612,Paper
2972,cs_12613,Paper
2973,cs_12614,Paper
2974,cs_12615,Paper
2975,cs_12616,Paper
2976,cs_12617,Paper
2977,cs_12618,Paper
2978,cs_12619,Paper
2979,cs_1262,Paper
2980,cs_12620,Paper
2981,cs_12621,Paper
2982,cs_12622,Paper
2983,cs_12623,Paper
2984,cs_12624,Paper
2985,cs_12625,Paper
2986,cs_12626,Paper
2987,cs_12627,Paper
2988,cs_12628,Paper
2989,cs_12629,Paper
2990,cs_1263,Paper
2991,cs_12630,Paper
2992,cs_12631,Paper
2993,cs_12632,Paper
2994,cs_12633,Paper
2995,cs_12634,Paper
2996,cs_12635,Paper
2997,cs_12636,Paper
2998,cs_12637,Paper
2999,cs_12638,Paper
3000,cs_12639,Paper
3001,cs_1264,Paper
3002,cs_12640,Paper
3003,cs_12641,Paper
3004,cs_12642,Paper
3005,cs_12643,Paper
3006,cs_12644,Paper
3007,cs_12645,Paper
3008,cs_12646,Paper
3009,cs_12647,Paper
3010,cs_12648,Paper
3011,cs_12649,Paper
3012,cs_1265,Paper
3013,cs_12650,Paper
3014,cs_12651,Paper
3015,cs_12652,Paper
3016,cs_12653,Paper
3017,cs_12654,Paper
3018,cs_12655,Paper
3019,cs_12656,Paper
3020,cs_12657,Paper
3021,cs_12658,Paper
3022,cs_12659,Paper
3023,cs_1266,Paper
3024,cs_12660,Paper
3025,cs_12661,Paper
3026,cs_12662,Paper
3027,cs_12663,Paper
3028,cs_12664,Paper
3029,cs_12665,Paper
3030,cs_12666,Paper
3031,cs_12667,Paper
3032,cs_12668,Paper
3033,cs_12669,Paper
3034,cs_1267,Paper
3035,cs_12670,Paper
3036,cs_12671,Paper
3037,cs_12672,Paper
3038,cs_12673,Paper
3039,cs_12674,Paper
3040,cs_12675,Paper
3041,cs_12676,Paper
3042,cs_12677,Paper
3043,cs_12678,Paper
3044,cs_12679,Paper
3045,cs_1268,Paper
3046,cs_12680,Paper
3047,cs_12681,Paper
3048,cs_12682,Paper
3049,cs_12683,Paper
3050,cs_12684,Paper
3051,cs_12685,Paper
3052,cs_12686,Paper
3053,cs_12687,Paper
3054,cs_12688,Paper
3055,cs_12689,Paper
3056,cs_1269,Paper
3057,cs_12690,Paper
3058,cs_12691,Paper
3059,cs_12692,Paper
3060,cs_12693,Paper
3061,cs_12694,Paper
3062,cs_12695,Paper
3063,cs_12696,Paper
3064,cs_12697,Paper
3065,cs_12698,Paper
3066,cs_12699,Paper
3067,cs_127,Paper
3068,cs_1270,Paper
3069,cs_12700,Paper
3070,cs_12701,Paper
3071,cs_12702,Paper
3072,cs_12703,Paper
3073,cs_12704,Paper
3074,cs_12705,Paper
3075,cs_12706,Paper
3076,cs_12707,Paper
3077,cs_12708,Paper
3078,cs_12709,Paper
3079,cs_1271,Paper
3080,cs_12710,Paper
3081,cs_12711,Paper
3082,cs_12712,Paper
3083,cs_12713,Paper
3084,cs_12714,Paper
3085,cs_12715,Paper
3086,cs_12716,Paper
3087,cs_12717,Paper
3088,cs_12718,Paper
3089,cs_12719,Paper
3090,cs_1272,Paper
3091,cs_12720,Paper
3092,cs_12721,Paper
3093,cs_12722,Paper
3094,cs_12723,Paper
3095,cs_12724,Paper
3096,cs_12725,Paper
3097,cs_12726,Paper
3098,cs_12727,Paper
3099,cs_12728,Paper
3100,cs_12729,Paper
3101,cs_1273,Paper
3102,cs_12730,Paper
3103,cs_12731,Paper
3104,cs_12732,Paper
3105,cs_12733,Paper
3106,cs_12734,Paper
3107,cs_12735,Paper
3108,cs_12736,Paper
3109,cs_12737,Paper
3110,cs_12738,Paper
3111,cs_12739,Paper
3112,cs_1274,Paper
3113,cs_12740,Paper
3114,cs_12741,Paper
3115,cs_12742,Paper
3116,cs_12743,Paper
3117,cs_12744,Paper
3118,cs_12745,Paper
3119,cs_12746,Paper
3120,cs_12747,Paper
3121,cs_12748,Paper
3122,cs_12749,Paper
3123,cs_1275,Paper
3124,cs_12750,Paper
3125,cs_12751,Paper
3126,cs_12752,Paper
3127,cs_12753,Paper
3128,cs_12754,Paper
3129,cs_12755,Paper
3130,cs_12756,Paper
3131,cs_12757,Paper
3132,cs_12758,Paper
3133,cs_12759,Paper
3134,cs_1276,Paper
3135,cs_12760,Paper
3136,cs_12761,Paper
3137,cs_12762,Paper
3138,cs_12763,Paper
3139,cs_12764,Paper
3140,cs_12765,Paper
3141,cs_12766,Paper
3142,cs_12767,Paper
3143,cs_12768,Paper
3144,cs_12769,Paper
3145,cs_1277,Paper
3146,cs_12770,Paper
3147,cs_12771,Paper
3148,cs_12772,Paper
3149,cs_12773,Paper
3150,cs_12774,Paper
3151,cs_12775,Paper
3152,cs_12776,Paper
3153,cs_12777,Paper
3154,cs_12778,Paper
3155,cs_12779,Paper
3156,cs_1278,Paper
3157,cs_12780,Paper
3158,cs_12781,Paper
3159,cs_12782,Paper
3160,cs_12783,Paper
3161,cs_12784,Paper
3162,cs_12785,Paper
3163,cs_12786,Paper
3164,cs_12787,Paper
3165,cs_12788,Paper
3166,cs_12789,Paper
3167,cs_1279,Paper
3168,cs_12790,Paper
3169,cs_12791,Paper
3170,cs_12792,Paper
3171,cs_12793,Paper
3172,cs_12794,Paper
3173,cs_12795,Paper
3174,cs_12796,Paper
3175,cs_12797,Paper
3176,cs_12798,Paper
3177,cs_12799,Paper
3178,cs_128,Paper
3179,cs_1280,Paper
3180,cs_12800,Paper
3181,cs_12801,Paper
3182,cs_12802,Paper
3183,cs_12803,Paper
3184,cs_12804,Paper
3185,cs_12805,Paper
3186,cs_12806,Paper
3187,cs_12807,Paper
3188,cs_12808,Paper
3189,cs_12809,Paper
3190,cs_1281,Paper
3191,cs_12810,Paper
3192,cs_12811,Paper
3193,cs_12812,Paper
3194,cs_12813,Paper
3195,cs_12814,Paper
3196,cs_12815,Paper
3197,cs_12816,Paper
3198,cs_12817,Paper
3199,cs_12818,Paper
3200,cs_12819,Paper
3201,cs_1282,Paper
3202,cs_12820,Paper
3203,cs_12821,Paper
3204,cs_12822,Paper
3205,cs_12823,Paper
3206,cs_12824,Paper
3207,cs_12825,Paper
3208,cs_12826,Paper
3209,cs_12827,Paper
3210,cs_12828,Paper
3211,cs_12829,Paper
3212,cs_1283,Paper
3213,cs_12830,Paper
3214,cs_12831,Paper
3215,cs_12832,Paper
3216,cs_12833,Paper
3217,cs_12834,Paper
3218,cs_12835,Paper
3219,cs_12836,Paper
3220,cs_12837,Paper
3221,cs_12838,Paper
3222,cs_12839,Paper
3223,cs_1284,Paper
3224,cs_12840,Paper
3225,cs_12841,Paper
3226,cs_12842,Paper
3227,cs_12843,Paper
3228,cs_12844,Paper
3229,cs_12845,Paper
3230,cs_12846,Paper
3231,cs_12847,Paper
3232,cs_12848,Paper
3233,cs_12849,Paper
3234,cs_1285,Paper
3235,cs_12850,Paper
3236,cs_12851,Paper
3237,cs_12852,Paper
3238,cs_12853,Paper
3239,cs_12854,Paper
3240,cs_12855,Paper
3241,cs_12856,Paper
3242,cs_12857,Paper
3243,cs_12858,Paper
3244,cs_12859,Paper
3245,cs_1286,Paper
3246,cs_12860,Paper
3247,cs_12861,Paper
3248,cs_12862,Paper
3249,cs_12863,Paper
3250,cs_12864,Paper
3251,cs_12865,Paper
3252,cs_12866,Paper
3253,cs_12867,Paper
3254,cs_12868,Paper
3255,cs_12869,Paper
3256,cs_1287,Paper
3257,cs_12870,Paper
3258,cs_12871,Paper
3259,cs_12872,Paper
3260,cs_12873,Paper
3261,cs_12874,Paper
3262,cs_12875,Paper
3263,cs_12876,Paper
3264,cs_12877,Paper
3265,cs_12878,Paper
3266,cs_12879,Paper
3267,cs_1288,Paper
3268,cs_12880,Paper
3269,cs_12881,Paper
3270,cs_12882,Paper
3271,cs_12883,Paper
3272,cs_12884,Paper
3273,cs_12885,Paper
3274,cs_12886,Paper
3275,cs_12887,Paper
3276,cs_12888,Paper
3277,cs_12889,Paper
3278,cs_1289,Paper
3279,cs_12890,Paper
3280,cs_12891,Paper
3281,cs_12892,Paper
3282,cs_12893,Paper
3283,cs_12894,Paper
3284,cs_12895,Paper
3285,cs_12896,Paper
3286,cs_12897,Paper
3287,cs_12898,Paper
3288,cs_12899,Paper
3289,cs_129,Paper
3290,cs_1290,Paper
3291,cs_12900,Paper
3292,cs_12901,Paper
3293,cs_12902,Paper
3294,cs_12903,Paper
3295,cs_12904,Paper
3296,cs_12905,Paper
3297,cs_12906,Paper
3298,cs_12907,Paper
3299,cs_12908,Paper
3300,cs_12909,Paper
3301,cs_1291,Paper
3302,cs_12910,Paper
3303,cs_12911,Paper
3304,cs_12912,Paper
3305,cs_12913,Paper
3306,cs_12914,Paper
3307,cs_12915,Paper
3308,cs_12916,Paper
3309,cs_12917,Paper
3310,cs_12918,Paper
3311,cs_12919,Paper
3312,cs_1292,Paper
3313,cs_12920,Paper
3314,cs_12921,Paper
3315,cs_12922,Paper
3316,cs_12923,Paper
3317,cs_12924,Paper
3318,cs_12925,Paper
3319,cs_12926,Paper
3320,cs_12927,Paper
3321,cs_12928,Paper
3322,cs_12929,Paper
3323,cs_1293,Paper
3324,cs_12930,Paper
3325,cs_12931,Paper
3326,cs_12932,Paper
3327,cs_12933,Paper
3328,cs_12934,Paper
3329,cs_12935,Paper
3330,cs_12936,Paper
3331,cs_12937,Paper
3332,cs_12938,Paper
3333,cs_12939,Paper
3334,cs_1294,Paper
3335,cs_12940,Paper
3336,cs_12941,Paper
3337,cs_12942,Paper
3338,cs_12943,Paper
3339,cs_12944,Paper
3340,cs_12945,Paper
3341,cs_12946,Paper
3342,cs_12947,Paper
3343,cs_12948,Paper
3344,cs_12949,Paper
3345,cs_1295,Paper
3346,cs_12950,Paper
3347,cs_12951,Paper
3348,cs_12952,Paper
3349,cs_12953,Paper
3350,cs_12954,Paper
3351,cs_12955,Paper
3352,cs_12956,Paper
3353,cs_12957,Paper
3354,cs_12958,Paper
3355,cs_12959,Paper
3356,cs_1296,Paper
3357,cs_12960,Paper
3358,cs_12961,Paper
3359,cs_12962,Paper
3360,cs_12963,Paper
3361,cs_12964,Paper
3362,cs_12965,Paper
3363,cs_12966,Paper
3364,cs_12967,Paper
3365,cs_12968,Paper
3366,cs_12969,Paper
3367,cs_1297,Paper
3368,cs_12970,Paper
3369,cs_12971,Paper
3370,cs_12972,Paper
3371,cs_12973,Paper
3372,cs_12974,Paper
3373,cs_12975,Paper
3374,cs_12976,Paper
3375,cs_12977,Paper
3376,cs_12978,Paper
3377,cs_12979,Paper
3378,cs_1298,Paper
3379,cs_12980,Paper
3380,cs_12981,Paper
3381,cs_12982,Paper
3382,cs_12983,Paper
3383,cs_12984,Paper
3384,cs_12985,Paper
3385,cs_12986,Paper
3386,cs_12987,Paper
3387,cs_12988,Paper
3388,cs_12989,Paper
3389,cs_1299,Paper
3390,cs_12990,Paper
3391,cs_12991,Paper
3392,cs_12992,Paper
3393,cs_12993,Paper
3394,cs_12994,Paper
3395,cs_12995,Paper
3396,cs_12996,Paper
3397,cs_12997,Paper
3398,cs_12998,Paper
3399,cs_12999,Paper
3400,cs_13,Paper
3401,cs_130,Paper
3402,cs_1300,Paper
3403,cs_13000,Paper
3404,cs_13001,Paper
3405,cs_13002,Paper
3406,cs_13003,Paper
3407,cs_13004,Paper
3408,cs_13005,Paper
3409,cs_13006,Paper
3410,cs_13007,Paper
3411,cs_13008,Paper
3412,cs_13009,Paper
3413,cs_1301,Paper
3414,cs_13010,Paper
3415,cs_13011,Paper
3416,cs_13012,Paper
3417,cs_13013,Paper
3418,cs_13014,Paper
3419,cs_13015,Paper
3420,cs_13016,Paper
3421,cs_13017,Paper
3422,cs_13018,Paper
3423,cs_13019,Paper
3424,cs_1302,Paper
3425,cs_13020,Paper
3426,cs_13021,Paper
3427,cs_13022,Paper
3428,cs_13023,Paper
3429,cs_13024,Paper
3430,cs_13025,Paper
3431,cs_13026,Paper
3432,cs_13027,Paper
3433,cs_13028,Paper
3434,cs_13029,Paper
3435,cs_1303,Paper
3436,cs_13030,Paper
3437,cs_13031,Paper
3438,cs_13032,Paper
3439,cs_13033,Paper
3440,cs_13034,Paper
3441,cs_13035,Paper
3442,cs_13036,Paper
3443,cs_13037,Paper
3444,cs_13038,Paper
3445,cs_13039,Paper
3446,cs_1304,Paper
3447,cs_13040,Paper
3448,cs_13041,Paper
3449,cs_13042,Paper
3450,cs_13043,Paper
3451,cs_13044,Paper
3452,cs_13045,Paper
3453,cs_13046,Paper
3454,cs_13047,Paper
3455,cs_13048,Paper
3456,cs_13049,Paper
3457,cs_1305,Paper
3458,cs_13050,Paper
3459,cs_13051,Paper
3460,cs_13052,Paper
3461,cs_13053,Paper
3462,cs_13054,Paper
3463,cs_13055,Paper
3464,cs_13056,Paper
3465,cs_13057,Paper
3466,cs_13058,Paper
3467,cs_13059,Paper
3468,cs_1306,Paper
3469,cs_13060,Paper
3470,cs_13061,Paper
3471,cs_13062,Paper
3472,cs_13063,Paper
3473,cs_13064,Paper
3474,cs_13065,Paper
3475,cs_13066,Paper
3476,cs_13067,Paper
3477,cs_13068,Paper
3478,cs_13069,Paper
3479,cs_1307,Paper
3480,cs_13070,Paper
3481,cs_13071,Paper
3482,cs_13072,Paper
3483,cs_13073,Paper
3484,cs_13074,Paper
3485,cs_13075,Paper
3486,cs_13076,Paper
3487,cs_13077,Paper
3488,cs_13078,Paper
3489,cs_13079,Paper
3490,cs_1308,Paper
3491,cs_13080,Paper
3492,cs_13081,Paper
3493,cs_13082,Paper
3494,cs_13083,Paper
3495,cs_13084,Paper
3496,cs_13085,Paper
3497,cs_13086,Paper
3498,cs_13087,Paper
3499,cs_13088,Paper
3500,cs_13089,Paper
3501,cs_1309,Paper
3502,cs_13090,Paper
3503,cs_13091,Paper
3504,cs_13092,Paper
3505,cs_13093,Paper
3506,cs_13094,Paper
3507,cs_13095,Paper
3508,cs_13096,Paper
3509,cs_13097,Paper
3510,cs_13098,Paper
3511,cs_13099,Paper
3512,cs_131,Paper
3513,cs_1310,Paper
3514,cs_13100,Paper
3515,cs_13101,Paper
3516,cs_13102,Paper
3517,cs_13103,Paper
3518,cs_13104,Paper
3519,cs_13105,Paper
3520,cs_13106,Paper
3521,cs_13107,Paper
3522,cs_13108,Paper
3523,cs_13109,Paper
3524,cs_1311,Paper
3525,cs_13110,Paper
3526,cs_13111,Paper
3527,cs_13112,Paper
3528,cs_13113,Paper
3529,cs_13114,Paper
3530,cs_13115,Paper
3531,cs_13116,Paper
3532,cs_13117,Paper
3533,cs_13118,Paper
3534,cs_13119,Paper
3535,cs_1312,Paper
3536,cs_13120,Paper
3537,cs_13121,Paper
3538,cs_13122,Paper
3539,cs_13123,Paper
3540,cs_13124,Paper
3541,cs_13125,Paper
3542,cs_13126,Paper
3543,cs_13127,Paper
3544,cs_13128,Paper
3545,cs_13129,Paper
3546,cs_1313,Paper
3547,cs_13130,Paper
3548,cs_13131,Paper
3549,cs_13132,Paper
3550,cs_13133,Paper
3551,cs_13134,Paper
3552,cs_13135,Paper
3553,cs_13136,Paper
3554,cs_13137,Paper
3555,cs_13138,Paper
3556,cs_13139,Paper
3557,cs_1314,Paper
3558,cs_13140,Paper
3559,cs_13141,Paper
3560,cs_13142,Paper
3561,cs_13143,Paper
3562,cs_13144,Paper
3563,cs_13145,Paper
3564,cs_13146,Paper
3565,cs_13147,Paper
3566,cs_13148,Paper
3567,cs_13149,Paper
3568,cs_1315,Paper
3569,cs_13150,Paper
3570,cs_13151,Paper
3571,cs_13152,Paper
3572,cs_13153,Paper
3573,cs_13154,Paper
3574,cs_13155,Paper
3575,cs_13156,Paper
3576,cs_13157,Paper
3577,cs_13158,Paper
3578,cs_13159,Paper
3579,cs_1316,Paper
3580,cs_13160,Paper
3581,cs_13161,Paper
3582,cs_13162,Paper
3583,cs_13163,Paper
3584,cs_13164,Paper
3585,cs_13165,Paper
3586,cs_13166,Paper
3587,cs_13167,Paper
3588,cs_13168,Paper
3589,cs_13169,Paper
3590,cs_1317,Paper
3591,cs_13170,Paper
3592,cs_13171,Paper
3593,cs_13172,Paper
3594,cs_13173,Paper
3595,cs_13174,Paper
3596,cs_13175,Paper
3597,cs_13176,Paper
3598,cs_13177,Paper
3599,cs_13178,Paper
3600,cs_13179,Paper
3601,cs_1318,Paper
3602,cs_13180,Paper
3603,cs_13181,Paper
3604,cs_13182,Paper
3605,cs_13183,Paper
3606,cs_13184,Paper
3607,cs_13185,Paper
3608,cs_13186,Paper
3609,cs_13187,Paper
3610,cs_13188,Paper
3611,cs_13189,Paper
3612,cs_1319,Paper
3613,cs_13190,Paper
3614,cs_13191,Paper
3615,cs_13192,Paper
3616,cs_13193,Paper
3617,cs_13194,Paper
3618,cs_13195,Paper
3619,cs_13196,Paper
3620,cs_13197,Paper
3621,cs_13198,Paper
3622,cs_13199,Paper
3623,cs_132,Paper
3624,cs_1320,Paper
